"Data Set: X","Data Set: Y","Latest: Time (s)","Latest: Temperature (°C)"
,,582.5,18.7673515007
,,583,18.7599351694
,,583.5,18.7584518591
,,584,18.7525184709
,,584.5,18.7495516886
,,585,18.7465848475
,,585.5,18.7465848475
,,586,18.7376839708
,,586.5,18.7362004398
,,587,18.734716894
,,587.5,18.7243316607
,,588,18.7198806249
,,588.5,18.7169131938
,,589,18.7124619363
,,589.5,18.7094943574
,,590,18.7065267192
,,590.5,18.7020751508
,,591,18.6946555737
,,591.5,18.6946555737
,,592,18.691687639
,,592.5,18.6887196449
,,593,18.6827834785
,,593.5,18.6768470743
,,594,18.6738787829
,,594.5,18.6738787829
,,595,18.6694262342
,,595.5,18.6634892939
,,596,18.6575521151
,,596.5,18.6530990743
,,597,18.6471614774
,,597.5,18.6441925893
,,598,18.6412236413
,,598.5,18.6412236413
,,599,18.6367701072
,,599.5,18.6278626345
,,600,18.6263780032
